TrainTime,ansatz,optimizer,reps,TrainAccuracy,Accuracy,Recall,Precision,F1 Score
789.726804971695,ExcitationPreserving,COBYLA,3,0.5408906882591094,0.5242718446601942,0.4774436090225564,0.8246753246753247,0.6047619047619047
