TrainTime,C,kernel,gamma,TrainAccuracy,Accuracy,Recall,Precision,F1 Score
0.011979341506958008,0.1,linear,0.01,0.9182186234817814,0.912621359223301,0.9887218045112782,0.9163763066202091,0.9511754068716094
